x,y,vx,vy,r,t,name
-107070932279.36237,-17470127751.71505,-5640.084668078761,34487.1063707549,108486819028.08768,18921600,Venus
-107475097493.9824,-14476863929.515337,-4677.838132176445,34644.25720138556,108445729148.61482,19008000,Venus
-107795714285.63708,-11472334359.27438,-3710.84249600318,34774.64780371478,108404476263.67506,19094400,Venus
-108032436182.7626,-8458865231.862567,-2739.836772286064,34878.114900599685,108363091819.09442,19180800,Venus
-108184981131.09222,-5438795108.058331,-1765.5665315928195,34954.51532180829,108321607422.35236,19267200,Venus
-108253132014.70366,-2414473155.2070875,-788.7833751323267,35003.726306148645,108280054819.02045,19353600,Venus
-108236737130.20166,611742641.1518278,189.75560766206468,35025.64579119115,108238465868.89236,19440000,Venus
-108135710612.73659,3637487289.5490966,1169.2883965865642,35020.1926897832,108196872521.82082,19526400,Venus
-107950032812.57893,6660390627.529205,2149.0486129358383,34987.30715254755,108155306793.27827,19612800,Venus
-107679750620.99284,9678079177.992762,3128.266106320497,34926.950815550415,108113800739.65907,19699200,Venus
-107324977744.17847,12688178025.5854,4106.167555721973,34839.10703232221,108072386433.34084,19785600,Venus
-106885894924.08391,15688312711.710703,5081.977084427698,34723.78108941323,108031095937.525,19872000,Venus
-106362750104.92245,18676111146.674065,6054.916888442704,34581.00040466852,107989961280.87602,19958400,Venus
-105755858544.26962,21649205537.394344,7024.207877926299,34410.81470741066,107949014431.98041,20044800,Venus
-105065602867.65788,24605234329.05073,7989.070331154431,34213.2961997267,107908287273.64687,20131200,Venus
-104292433065.63416,27541844158.963593,8948.724560459821,33988.53969806551,107867811577.07065,20217600,Venus
-103436866432.29675,30456691820.940735,9902.391589553315,33736.66275436507,107827618975.88463,20304000,Venus
-102499487444.38416,33347446238.254387,10849.293841581044,33457.805755945024,107787740940.12144,20390400,Venus
-101480947580.04807,36211790443.349815,11788.655837223332,33152.132003419334,107748208750.11122,20476800,Venus
-100381965076.50723,39047423562.32406,12719.704902092923,32819.827765905604,107709053470.34044,20563200,Venus
-99203324625.84694,41852062802.152855,13641.671882642206,32461.10231283327,107670305923.29771,20649600,Venus
-97945877008.30124,44623445438.58611,14553.791869741945,32076.187921681205,107631996663.33308,20736000,Venus
-96610538662.43152,47359330802.57709,15455.304929047748,31665.339861006676,107594155950.5585,20822400,Venus
-95198291191.69525,50057502263.058334,16345.456837225385,31228.83634816256,107556813724.81659,20908800,Venus
